timestamp,date,hour,stress_avg,stress_min,stress_max,stress_count,simulated_body_battery
2020-09-20 22:00:00,2020-09-20,22,8.3,0,23,58,76.0
2020-09-20 23:00:00,2020-09-20,23,5.1,0,18,60,77.0
2020-09-21 00:00:00,2020-09-21,0,2.0,0,16,60,84.9
2020-09-21 01:00:00,2020-09-21,1,2.9,0,17,59,92.8
2020-09-21 02:00:00,2020-09-21,2,17.6,0,78,52,100
2020-09-21 03:00:00,2020-09-21,3,13.9,0,24,60,100
2020-09-21 04:00:00,2020-09-21,4,11.2,0,24,60,100
2020-09-21 05:00:00,2020-09-21,5,12.3,1,24,57,100
2020-09-21 06:00:00,2020-09-21,6,38.0,1,99,33,100
2020-09-21 07:00:00,2020-09-21,7,81.6,66,99,16,94.2
2020-09-21 08:00:00,2020-09-21,8,45.0,1,99,9,91.6
2020-09-21 09:00:00,2020-09-21,9,55.7,5,91,29,88.2
2020-09-21 10:00:00,2020-09-21,10,20.7,0,78,30,89.2
2020-09-21 12:00:00,2020-09-21,12,75.5,69,82,2,84.1
2020-09-21 14:00:00,2020-09-21,14,79.0,79,79,1,78.6
2020-09-21 15:00:00,2020-09-21,15,40.5,17,90,21,76.4
2020-09-21 16:00:00,2020-09-21,16,44.8,21,84,30,73.8
2020-09-21 17:00:00,2020-09-21,17,23.5,13,29,11,74.8
2020-09-21 18:00:00,2020-09-21,18,26.6,15,82,32,73.7
2020-09-21 19:00:00,2020-09-21,19,23.5,13,34,55,74.7
2020-09-21 20:00:00,2020-09-21,20,19.2,3,34,46,75.7
2020-09-21 21:00:00,2020-09-21,21,12.9,0,78,51,76.7
2020-09-21 22:00:00,2020-09-21,22,7.6,0,20,59,77.7
2020-09-21 23:00:00,2020-09-21,23,5.1,0,17,60,78.7
2020-09-22 00:00:00,2020-09-22,0,9.3,0,24,60,86.3
2020-09-22 01:00:00,2020-09-22,1,6.9,0,23,59,94.0
2020-09-22 02:00:00,2020-09-22,2,10.0,0,40,58,100
2020-09-22 03:00:00,2020-09-22,3,11.0,0,46,58,100
2020-09-22 04:00:00,2020-09-22,4,17.4,1,33,58,100
2020-09-22 05:00:00,2020-09-22,5,16.8,0,57,40,100
2020-09-22 06:00:00,2020-09-22,6,36.8,7,85,37,100
2020-09-22 07:00:00,2020-09-22,7,79.5,69,92,11,94.5
2020-09-22 08:00:00,2020-09-22,8,70.1,45,96,7,89.8
2020-09-22 09:00:00,2020-09-22,9,65.3,17,93,26,85.6
2020-09-22 10:00:00,2020-09-22,10,73.2,45,91,5,80.8
2020-09-22 11:00:00,2020-09-22,11,36.2,1,80,37,78.9
2020-09-22 12:00:00,2020-09-22,12,52.9,39,76,10,75.6
2020-09-22 14:00:00,2020-09-22,14,47.6,3,75,28,72.8
2020-09-22 15:00:00,2020-09-22,15,50.5,33,76,32,69.8
2020-09-22 16:00:00,2020-09-22,16,63.3,39,77,41,65.7
2020-09-22 17:00:00,2020-09-22,17,41.5,12,75,34,63.4
2020-09-22 18:00:00,2020-09-22,18,10.0,0,38,59,64.4
2020-09-22 19:00:00,2020-09-22,19,13.4,1,23,60,65.4
2020-09-22 20:00:00,2020-09-22,20,12.6,2,59,54,66.4
2020-09-22 21:00:00,2020-09-22,21,20.5,11,36,34,67.4
2020-09-22 22:00:00,2020-09-22,22,16.1,0,27,58,68.4
2020-09-22 23:00:00,2020-09-22,23,16.2,1,26,60,69.4
2020-09-23 00:00:00,2020-09-23,0,14.3,1,24,59,76.8
2020-09-23 01:00:00,2020-09-23,1,14.8,3,25,60,84.2
2020-09-23 02:00:00,2020-09-23,2,13.3,0,44,53,91.7
2020-09-23 03:00:00,2020-09-23,3,20.3,7,24,51,98.9
2020-09-23 04:00:00,2020-09-23,4,18.0,2,49,51,100
2020-09-23 05:00:00,2020-09-23,5,39.9,10,81,16,100
2020-09-23 06:00:00,2020-09-23,6,54.8,12,78,16,100
2020-09-23 07:00:00,2020-09-23,7,39.8,1,83,38,97.8
2020-09-23 08:00:00,2020-09-23,8,57.4,29,87,50,94.2
2020-09-23 09:00:00,2020-09-23,9,49.0,13,70,24,91.3
2020-09-23 10:00:00,2020-09-23,10,92.0,92,92,1,84.3
2020-09-23 11:00:00,2020-09-23,11,75.2,52,95,12,79.2
2020-09-23 12:00:00,2020-09-23,12,59.9,35,84,32,75.4
2020-09-23 13:00:00,2020-09-23,13,86.5,84,89,2,69.1
2020-09-23 14:00:00,2020-09-23,14,52.7,4,89,34,65.8
2020-09-23 15:00:00,2020-09-23,15,67.4,53,85,10,61.5
2020-09-23 16:00:00,2020-09-23,16,66.6,7,86,22,57.1
2020-09-23 17:00:00,2020-09-23,17,29.0,1,72,33,55.8
2020-09-23 18:00:00,2020-09-23,18,83.3,21,97,7,49.8
2020-09-23 19:00:00,2020-09-23,19,89.1,64,97,15,43.1
2020-09-23 20:00:00,2020-09-23,20,82.2,66,97,10,37.3
2020-09-23 21:00:00,2020-09-23,21,54.3,14,81,51,33.9
2020-09-23 22:00:00,2020-09-23,22,66.2,33,92,39,29.6
2020-09-23 23:00:00,2020-09-23,23,73.5,35,90,55,24.7
2020-09-24 00:00:00,2020-09-24,0,36.7,23,68,55,31.3
2020-09-24 01:00:00,2020-09-24,1,29.8,3,71,43,38.1
2020-09-24 02:00:00,2020-09-24,2,23.5,2,68,43,45.1
2020-09-24 03:00:00,2020-09-24,3,65.6,32,84,55,50.5
2020-09-24 04:00:00,2020-09-24,4,46.1,28,81,50,56.7
2020-09-24 05:00:00,2020-09-24,5,64.2,34,90,11,62.1
2020-09-24 06:00:00,2020-09-24,6,41.6,2,81,23,64.1
2020-09-24 07:00:00,2020-09-24,7,54.7,5,90,36,60.7
2020-09-24 08:00:00,2020-09-24,8,61.4,8,89,49,56.8
2020-09-24 09:00:00,2020-09-24,9,69.0,43,93,17,52.3
2020-09-24 10:00:00,2020-09-24,10,74.7,28,98,21,47.3
2020-09-24 11:00:00,2020-09-24,11,47.6,7,90,10,44.5
2020-09-24 13:00:00,2020-09-24,13,76.5,58,89,17,39.3
2020-09-24 14:00:00,2020-09-24,14,81.0,72,94,3,33.6
2020-09-24 15:00:00,2020-09-24,15,85.1,69,93,22,27.4
2020-09-24 16:00:00,2020-09-24,16,93.4,90,96,13,20.2
2020-09-24 17:00:00,2020-09-24,17,83.9,22,98,24,14.1
2020-09-24 18:00:00,2020-09-24,18,86.8,41,97,34,7.7
2020-09-24 19:00:00,2020-09-24,19,55.1,0,93,44,5
2020-09-24 20:00:00,2020-09-24,20,75.2,34,99,30,5
2020-09-24 21:00:00,2020-09-24,21,41.9,30,72,57,5
2020-09-24 22:00:00,2020-09-24,22,21.6,4,49,53,6.0
2020-09-24 23:00:00,2020-09-24,23,15.9,1,24,57,7.0
2020-09-25 00:00:00,2020-09-25,0,12.3,0,24,58,14.5
2020-09-25 01:00:00,2020-09-25,1,15.9,1,24,55,21.9
2020-09-25 02:00:00,2020-09-25,2,15.8,0,42,60,29.2
2020-09-25 03:00:00,2020-09-25,3,17.2,0,33,60,36.6
2020-09-25 04:00:00,2020-09-25,4,22.6,0,78,50,43.7
2020-09-25 05:00:00,2020-09-25,5,87.0,45,98,47,48.2
2020-09-25 06:00:00,2020-09-25,6,98.0,98,98,1,50.2
2020-09-25 07:00:00,2020-09-25,7,4.0,4,4,1,51.2
2020-09-25 09:00:00,2020-09-25,9,56.8,0,94,5,47.6
2020-09-25 10:00:00,2020-09-25,10,33.3,0,78,30,46.0
2020-09-25 11:00:00,2020-09-25,11,23.9,0,95,29,47.0
2020-09-25 12:00:00,2020-09-25,12,34.5,0,81,24,45.2
2020-09-25 13:00:00,2020-09-25,13,45.2,0,94,22,42.6
2020-09-25 15:00:00,2020-09-25,15,21.1,0,93,43,43.6
2020-09-25 16:00:00,2020-09-25,16,47.6,11,77,14,40.8
2020-09-25 17:00:00,2020-09-25,17,58.5,22,92,28,37.1
2020-09-25 18:00:00,2020-09-25,18,22.3,4,39,35,38.1
2020-09-25 19:00:00,2020-09-25,19,22.3,9,48,55,39.1
2020-09-25 20:00:00,2020-09-25,20,18.6,0,45,48,40.1
2020-09-25 21:00:00,2020-09-25,21,16.9,0,24,57,41.1
2020-09-25 22:00:00,2020-09-25,22,15.1,0,87,49,42.1
2020-09-25 23:00:00,2020-09-25,23,23.4,12,56,28,43.1
2020-09-26 00:00:00,2020-09-26,0,37.8,15,65,52,49.6
2020-09-26 01:00:00,2020-09-26,1,20.5,3,42,42,56.8
2020-09-26 02:00:00,2020-09-26,2,12.0,0,58,44,64.3
2020-09-26 03:00:00,2020-09-26,3,9.6,0,26,59,71.9
2020-09-26 04:00:00,2020-09-26,4,12.4,0,29,58,79.4
2020-09-26 05:00:00,2020-09-26,5,21.0,1,82,43,86.6
2020-09-26 06:00:00,2020-09-26,6,81.6,27,93,48,88.6
2020-09-26 07:00:00,2020-09-26,7,89.5,87,96,4,81.8
2020-09-26 10:00:00,2020-09-26,10,54.7,27,82,11,78.5
2020-09-26 11:00:00,2020-09-26,11,34.6,4,75,30,76.7
2020-09-26 12:00:00,2020-09-26,12,75.2,58,84,4,71.7
2020-09-26 13:00:00,2020-09-26,13,72.2,57,95,5,66.9
2020-09-26 14:00:00,2020-09-26,14,50.1,6,82,29,63.9
2020-09-26 15:00:00,2020-09-26,15,13.9,0,78,21,64.9
2020-09-26 16:00:00,2020-09-26,16,39.3,2,89,52,62.7
2020-09-26 17:00:00,2020-09-26,17,36.7,17,45,6,60.8
2020-09-26 18:00:00,2020-09-26,18,55.2,31,87,49,57.4
2020-09-26 19:00:00,2020-09-26,19,37.0,14,57,47,55.4
2020-09-26 20:00:00,2020-09-26,20,31.3,8,51,26,53.9
2020-09-26 21:00:00,2020-09-26,21,25.8,10,53,47,52.9
2020-09-26 22:00:00,2020-09-26,22,21.9,11,47,34,53.9
2020-09-26 23:00:00,2020-09-26,23,18.9,5,39,43,54.9
2020-09-27 00:00:00,2020-09-27,0,17.8,1,70,50,62.1
2020-09-27 01:00:00,2020-09-27,1,17.9,0,24,59,69.4
2020-09-27 02:00:00,2020-09-27,2,13.4,0,24,50,76.9
2020-09-27 03:00:00,2020-09-27,3,20.2,3,65,52,84.1
2020-09-27 04:00:00,2020-09-27,4,20.2,0,90,53,91.3
2020-09-27 05:00:00,2020-09-27,5,18.1,0,72,48,98.6
2020-09-27 06:00:00,2020-09-27,6,25.1,2,54,29,100
2020-09-27 08:00:00,2020-09-27,8,55.6,32,90,21,96.6
2020-09-27 09:00:00,2020-09-27,9,64.2,43,89,16,92.4
2020-09-27 10:00:00,2020-09-27,10,35.8,0,85,23,90.6
2020-09-27 11:00:00,2020-09-27,11,55.2,17,72,16,87.1
2020-09-27 12:00:00,2020-09-27,12,85.0,85,85,1,80.9
2020-09-27 13:00:00,2020-09-27,13,75.2,54,96,10,75.9
2020-09-27 14:00:00,2020-09-27,14,92.0,81,96,33,68.9
2020-09-27 15:00:00,2020-09-27,15,88.9,73,95,21,62.2
2020-09-27 16:00:00,2020-09-27,16,82.5,67,90,13,56.3
2020-09-27 17:00:00,2020-09-27,17,80.0,80,80,1,50.7
2020-09-27 18:00:00,2020-09-27,18,80.2,22,98,35,45.1
2020-09-27 19:00:00,2020-09-27,19,85.8,37,97,44,38.8
2020-09-27 20:00:00,2020-09-27,20,80.5,36,93,38,33.1
2020-09-27 21:00:00,2020-09-27,21,78.1,44,93,19,27.8
2020-09-27 22:00:00,2020-09-27,22,83.3,61,90,40,21.8
2020-09-27 23:00:00,2020-09-27,23,82.3,61,98,52,15.9
2020-09-28 00:00:00,2020-09-28,0,82.8,72,91,55,20.6
2020-09-28 01:00:00,2020-09-28,1,76.9,65,90,52,25.5
2020-09-28 02:00:00,2020-09-28,2,74.7,60,86,50,30.5
2020-09-28 03:00:00,2020-09-28,3,55.8,24,95,45,36.3
2020-09-28 04:00:00,2020-09-28,4,30.9,6,69,53,43.0
2020-09-28 05:00:00,2020-09-28,5,91.1,45,99,24,47.4
2020-09-28 06:00:00,2020-09-28,6,88.6,66,97,27,49.4
2020-09-28 07:00:00,2020-09-28,7,70.4,55,80,28,44.8
2020-09-28 08:00:00,2020-09-28,8,41.8,5,75,39,42.4
2020-09-28 10:00:00,2020-09-28,10,81.3,7,98,47,36.7
2020-09-28 11:00:00,2020-09-28,11,68.3,24,90,32,32.2
2020-09-28 12:00:00,2020-09-28,12,51.9,3,90,35,29.1
2020-09-28 13:00:00,2020-09-28,13,58.2,16,81,24,25.4
2020-09-28 14:00:00,2020-09-28,14,70.4,18,95,42,20.8
2020-09-28 15:00:00,2020-09-28,15,37.2,0,81,44,18.8
2020-09-28 16:00:00,2020-09-28,16,80.6,56,91,24,13.1
2020-09-28 17:00:00,2020-09-28,17,68.4,14,93,49,8.7
2020-09-28 18:00:00,2020-09-28,18,69.8,45,97,53,5
2020-09-28 19:00:00,2020-09-28,19,39.1,13,77,54,5
2020-09-28 20:00:00,2020-09-28,20,29.1,4,66,31,5
2020-09-28 21:00:00,2020-09-28,21,16.6,4,29,50,6.0
2020-09-28 22:00:00,2020-09-28,22,19.5,2,64,55,7.0
2020-09-28 23:00:00,2020-09-28,23,11.4,0,45,60,8.0
2020-09-29 00:00:00,2020-09-29,0,19.7,3,60,45,15.2
2020-09-29 01:00:00,2020-09-29,1,18.2,4,59,43,22.5
2020-09-29 02:00:00,2020-09-29,2,20.4,2,47,46,29.7
2020-09-29 03:00:00,2020-09-29,3,17.4,1,42,48,37.0
2020-09-29 04:00:00,2020-09-29,4,32.6,9,58,51,43.7
2020-09-29 05:00:00,2020-09-29,5,33.1,9,89,36,50.3
2020-09-29 06:00:00,2020-09-29,6,90.5,73,99,11,52.3
2020-09-29 07:00:00,2020-09-29,7,8.1,0,70,10,53.3
2020-09-29 08:00:00,2020-09-29,8,42.9,1,75,15,50.9
2020-09-29 12:00:00,2020-09-29,12,74.4,1,93,21,46.0
2020-09-29 13:00:00,2020-09-29,13,51.1,1,96,46,42.9
2020-09-29 14:00:00,2020-09-29,14,33.6,0,90,54,41.2
2020-09-29 15:00:00,2020-09-29,15,32.1,1,83,43,39.6
2020-09-29 16:00:00,2020-09-29,16,29.9,2,66,22,38.2
2020-09-29 17:00:00,2020-09-29,17,15.6,0,70,24,39.2
2020-09-29 18:00:00,2020-09-29,18,36.6,3,78,18,37.3
2020-09-29 19:00:00,2020-09-29,19,75.5,65,85,31,32.2
2020-09-29 20:00:00,2020-09-29,20,31.5,9,78,39,30.7
2020-09-29 21:00:00,2020-09-29,21,14.2,0,33,56,31.7
2020-09-29 22:00:00,2020-09-29,22,15.1,0,24,59,32.7
2020-09-29 23:00:00,2020-09-29,23,16.0,1,35,59,33.7
2020-09-30 00:00:00,2020-09-30,0,16.8,4,27,57,41.0
2020-09-30 01:00:00,2020-09-30,1,11.0,0,25,54,48.6
2020-09-30 02:00:00,2020-09-30,2,15.7,2,32,34,56.0
2020-09-30 03:00:00,2020-09-30,3,17.5,2,45,49,63.3
2020-09-30 04:00:00,2020-09-30,4,17.8,1,45,49,70.6
2020-09-30 05:00:00,2020-09-30,5,31.6,7,93,32,77.3
2020-09-30 06:00:00,2020-09-30,6,80.2,70,99,12,79.3
2020-09-30 07:00:00,2020-09-30,7,3.1,2,5,10,80.3
2020-09-30 08:00:00,2020-09-30,8,50.4,0,93,43,77.3
2020-09-30 09:00:00,2020-09-30,9,11.3,0,60,30,78.3
2020-09-30 10:00:00,2020-09-30,10,92.0,90,97,4,71.2
2020-09-30 11:00:00,2020-09-30,11,60.8,19,75,28,67.4
2020-09-30 12:00:00,2020-09-30,12,45.2,4,90,59,64.8
2020-09-30 13:00:00,2020-09-30,13,56.3,38,90,58,61.2
2020-09-30 14:00:00,2020-09-30,14,50.0,40,60,2,58.2
2020-09-30 15:00:00,2020-09-30,15,5.2,0,45,12,59.2
2020-09-30 16:00:00,2020-09-30,16,1.2,0,6,21,60.2
2020-09-30 19:00:00,2020-09-30,19,17.1,1,73,15,61.2
2020-09-30 20:00:00,2020-09-30,20,80.3,78,82,3,55.6
2020-09-30 21:00:00,2020-09-30,21,77.7,65,84,24,50.3
2020-09-30 22:00:00,2020-09-30,22,39.9,12,74,42,48.1
2020-09-30 23:00:00,2020-09-30,23,20.9,8,34,33,49.1
2020-10-01 00:00:00,2020-10-01,0,10.4,0,42,56,56.7
2020-10-01 01:00:00,2020-10-01,1,19.9,2,24,59,63.9
2020-10-01 02:00:00,2020-10-01,2,19.0,4,49,59,71.1
2020-10-01 03:00:00,2020-10-01,3,16.2,1,24,52,78.5
2020-10-01 04:00:00,2020-10-01,4,15.1,0,25,50,85.9
2020-10-01 05:00:00,2020-10-01,5,19.1,0,45,47,93.1
2020-10-01 06:00:00,2020-10-01,6,89.2,72,99,12,95.1
2020-10-01 07:00:00,2020-10-01,7,34.4,0,87,34,93.4
2020-10-01 08:00:00,2020-10-01,8,11.4,0,66,58,94.4
2020-10-01 09:00:00,2020-10-01,9,12.5,0,73,52,95.4
2020-10-01 10:00:00,2020-10-01,10,13.4,0,72,59,96.4
2020-10-01 11:00:00,2020-10-01,11,14.2,0,57,52,97.4
2020-10-01 12:00:00,2020-10-01,12,85.0,85,85,1,91.2
2020-10-01 13:00:00,2020-10-01,13,37.9,0,82,49,89.1
2020-10-01 14:00:00,2020-10-01,14,24.6,0,70,45,90.1
2020-10-01 16:00:00,2020-10-01,16,52.3,18,87,12,86.9
2020-10-01 17:00:00,2020-10-01,17,16.5,0,71,52,87.9
2020-10-01 18:00:00,2020-10-01,18,41.0,13,75,28,85.7
2020-10-01 20:00:00,2020-10-01,20,57.5,51,64,2,82.1
2020-10-01 21:00:00,2020-10-01,21,53.1,1,96,49,78.8
2020-10-01 22:00:00,2020-10-01,22,51.2,7,84,36,75.7
2020-10-01 23:00:00,2020-10-01,23,69.2,35,80,40,71.2
2020-10-02 00:00:00,2020-10-02,0,61.0,41,80,49,76.7
2020-10-02 01:00:00,2020-10-02,1,46.2,18,79,52,82.9
2020-10-02 02:00:00,2020-10-02,2,35.6,13,67,27,89.5
2020-10-02 03:00:00,2020-10-02,3,48.2,32,95,29,95.5
2020-10-02 04:00:00,2020-10-02,4,15.4,0,68,56,100
2020-10-02 05:00:00,2020-10-02,5,16.1,0,39,57,100
2020-10-02 06:00:00,2020-10-02,6,18.7,0,57,52,100
2020-10-02 07:00:00,2020-10-02,7,3.0,2,4,2,100
2020-10-02 08:00:00,2020-10-02,8,61.2,3,95,36,96.1
2020-10-02 10:00:00,2020-10-02,10,47.5,0,96,8,93.3
2020-10-02 11:00:00,2020-10-02,11,25.5,1,65,13,92.3
2020-10-02 12:00:00,2020-10-02,12,21.0,0,94,40,93.3
2020-10-02 13:00:00,2020-10-02,13,27.5,0,87,30,92.1
2020-10-02 14:00:00,2020-10-02,14,34.3,0,96,35,90.3
2020-10-02 15:00:00,2020-10-02,15,54.9,21,87,28,86.9
2020-10-02 16:00:00,2020-10-02,16,81.7,59,90,51,81.1
2020-10-02 17:00:00,2020-10-02,17,85.1,78,91,19,74.9
2020-10-02 19:00:00,2020-10-02,19,74.9,4,98,37,69.9
2020-10-02 20:00:00,2020-10-02,20,86.3,70,96,52,63.6
2020-10-02 21:00:00,2020-10-02,21,74.5,30,87,58,58.6
2020-10-02 22:00:00,2020-10-02,22,44.8,8,86,56,56.0
2020-10-02 23:00:00,2020-10-02,23,37.2,0,82,56,54.0
2020-10-03 00:00:00,2020-10-03,0,61.4,36,94,59,59.6
2020-10-03 01:00:00,2020-10-03,1,75.1,63,90,51,64.6
2020-10-03 02:00:00,2020-10-03,2,82.5,10,96,51,69.3
2020-10-03 03:00:00,2020-10-03,3,81.8,5,94,44,74.0
2020-10-03 04:00:00,2020-10-03,4,87.9,78,94,43,78.5
2020-10-03 05:00:00,2020-10-03,5,88.4,71,95,57,83.0
2020-10-03 06:00:00,2020-10-03,6,90.6,75,96,54,85.0
2020-10-03 07:00:00,2020-10-03,7,90.2,81,96,43,78.1
2020-10-03 08:00:00,2020-10-03,8,85.9,50,96,23,71.8
2020-10-03 09:00:00,2020-10-03,9,70.0,35,87,12,67.2
2020-10-03 10:00:00,2020-10-03,10,81.2,22,96,55,61.5
2020-10-03 11:00:00,2020-10-03,11,85.1,22,96,58,55.3
2020-10-03 12:00:00,2020-10-03,12,84.3,45,95,55,49.2
2020-10-03 13:00:00,2020-10-03,13,87.4,52,93,57,42.7
2020-10-03 14:00:00,2020-10-03,14,59.9,0,95,54,38.9
2020-10-03 15:00:00,2020-10-03,15,87.3,78,93,50,32.4
2020-10-03 16:00:00,2020-10-03,16,86.7,86,87,3,26.0
2020-10-03 17:00:00,2020-10-03,17,24.1,0,84,30,27.0
2020-10-03 18:00:00,2020-10-03,18,89.7,79,95,29,20.2
2020-10-03 19:00:00,2020-10-03,19,88.5,82,95,38,13.6
2020-10-03 20:00:00,2020-10-03,20,61.1,42,76,58,9.7
2020-10-03 21:00:00,2020-10-03,21,44.0,17,73,52,7.2
2020-10-03 22:00:00,2020-10-03,22,29.4,9,63,32,5.9
2020-10-03 23:00:00,2020-10-03,23,30.0,5,62,45,5
2020-10-04 00:00:00,2020-10-04,0,18.5,4,39,33,12.3
2020-10-04 01:00:00,2020-10-04,1,37.6,23,89,43,18.8
2020-10-04 02:00:00,2020-10-04,2,36.1,13,51,51,25.3
2020-10-04 03:00:00,2020-10-04,3,32.3,11,55,47,32.0
2020-10-04 04:00:00,2020-10-04,4,28.9,5,59,53,38.9
2020-10-04 05:00:00,2020-10-04,5,18.0,2,48,44,46.1
2020-10-04 06:00:00,2020-10-04,6,25.3,5,51,48,48.1
2020-10-04 07:00:00,2020-10-04,7,40.4,5,81,50,45.9
2020-10-04 08:00:00,2020-10-04,8,65.5,44,80,59,41.7
2020-10-04 09:00:00,2020-10-04,9,71.9,55,84,60,36.9
2020-10-04 10:00:00,2020-10-04,10,63.5,47,75,20,32.8
2020-10-04 11:00:00,2020-10-04,11,77.7,69,91,9,27.5
2020-10-04 12:00:00,2020-10-04,12,83.9,70,95,14,21.4
2020-10-04 13:00:00,2020-10-04,13,74.1,51,93,35,16.5
2020-10-04 14:00:00,2020-10-04,14,55.2,25,72,13,13.1
2020-10-04 15:00:00,2020-10-04,15,30.9,0,84,55,11.6
2020-10-04 16:00:00,2020-10-04,16,56.4,23,86,28,8.1
2020-10-04 17:00:00,2020-10-04,17,92.0,92,92,1,5
2020-10-04 18:00:00,2020-10-04,18,35.5,5,74,37,5
2020-10-04 19:00:00,2020-10-04,19,70.5,15,91,54,5
2020-10-04 20:00:00,2020-10-04,20,72.7,61,88,14,5
2020-10-04 21:00:00,2020-10-04,21,86.0,84,88,2,5
2020-10-05 00:00:00,2020-10-05,0,70.6,39,87,45,10.2
2020-10-05 01:00:00,2020-10-05,1,80.5,48,92,57,15.0
2020-10-05 02:00:00,2020-10-05,2,81.9,24,96,51,19.7
2020-10-05 03:00:00,2020-10-05,3,86.6,43,96,57,24.2
2020-10-05 04:00:00,2020-10-05,4,74.5,45,88,48,29.2
2020-10-05 05:00:00,2020-10-05,5,25.4,0,94,38,36.2
2020-10-05 06:00:00,2020-10-05,6,19.9,0,96,53,38.2
2020-10-05 07:00:00,2020-10-05,7,85.3,68,98,60,32.0
2020-10-05 08:00:00,2020-10-05,8,86.6,43,97,46,25.6
2020-10-05 09:00:00,2020-10-05,9,87.7,78,93,55,19.1
2020-10-05 10:00:00,2020-10-05,10,90.6,82,95,59,12.2
2020-10-05 11:00:00,2020-10-05,11,77.7,29,93,56,6.9
2020-10-05 12:00:00,2020-10-05,12,63.0,17,87,53,5
2020-10-05 13:00:00,2020-10-05,13,84.6,57,95,46,5
2020-10-05 14:00:00,2020-10-05,14,27.8,0,84,54,5
2020-10-05 15:00:00,2020-10-05,15,39.9,2,79,37,5
2020-10-05 16:00:00,2020-10-05,16,59.7,11,94,36,5
2020-10-05 17:00:00,2020-10-05,17,42.8,1,84,30,5
2020-10-05 18:00:00,2020-10-05,18,38.9,0,95,37,5
2020-10-05 19:00:00,2020-10-05,19,67.3,15,96,55,5
2020-10-05 20:00:00,2020-10-05,20,18.6,2,36,42,6.0
2020-10-05 21:00:00,2020-10-05,21,21.0,2,28,60,7.0
2020-10-05 22:00:00,2020-10-05,22,23.8,5,53,50,8.0
2020-10-05 23:00:00,2020-10-05,23,14.3,0,48,60,9.0
2020-10-06 00:00:00,2020-10-06,0,21.7,1,24,38,16.1
2020-10-06 01:00:00,2020-10-06,1,9.6,0,24,43,23.7
2020-10-06 02:00:00,2020-10-06,2,18.9,1,81,48,31.0
2020-10-06 03:00:00,2020-10-06,3,20.8,2,53,49,38.2
2020-10-06 04:00:00,2020-10-06,4,10.9,1,24,47,45.7
2020-10-06 05:00:00,2020-10-06,5,14.6,1,34,58,53.1
2020-10-06 06:00:00,2020-10-06,6,22.6,8,59,50,55.1
2020-10-06 07:00:00,2020-10-06,7,26.4,9,63,46,54.0
2020-10-06 08:00:00,2020-10-06,8,37.7,21,69,39,52.0
2020-10-06 09:00:00,2020-10-06,9,75.9,51,95,9,46.9
2020-10-06 12:00:00,2020-10-06,12,41.5,24,80,10,44.6
2020-10-06 13:00:00,2020-10-06,13,54.9,23,84,7,41.2
2020-10-06 14:00:00,2020-10-06,14,73.1,5,98,11,36.4
2020-10-06 15:00:00,2020-10-06,15,38.5,1,78,43,34.3
2020-10-06 16:00:00,2020-10-06,16,40.2,3,69,26,32.1
2020-10-06 17:00:00,2020-10-06,17,50.4,25,83,56,29.0
2020-10-06 18:00:00,2020-10-06,18,32.9,5,64,54,27.4
2020-10-06 19:00:00,2020-10-06,19,21.2,5,29,51,28.4
2020-10-06 20:00:00,2020-10-06,20,9.8,0,24,58,29.4
2020-10-06 21:00:00,2020-10-06,21,8.4,0,24,59,30.4
2020-10-06 22:00:00,2020-10-06,22,0.9,0,18,54,31.4
2020-10-06 23:00:00,2020-10-06,23,2.4,0,15,58,32.4
2020-10-07 00:00:00,2020-10-07,0,3.0,0,14,60,40.3
2020-10-07 01:00:00,2020-10-07,1,6.9,0,24,60,48.0
2020-10-07 02:00:00,2020-10-07,2,6.1,0,24,60,55.8
2020-10-07 03:00:00,2020-10-07,3,7.7,0,24,60,63.4
2020-10-07 04:00:00,2020-10-07,4,8.7,0,20,60,71.1
2020-10-07 05:00:00,2020-10-07,5,7.8,0,24,59,78.8
2020-10-07 06:00:00,2020-10-07,6,12.8,0,24,58,80.8
2020-10-07 07:00:00,2020-10-07,7,13.1,0,24,60,81.8
2020-10-07 08:00:00,2020-10-07,8,14.8,0,35,60,82.8
2020-10-07 09:00:00,2020-10-07,9,12.8,0,63,59,83.8
2020-10-07 10:00:00,2020-10-07,10,15.0,15,15,1,84.8
2020-10-07 11:00:00,2020-10-07,11,41.0,8,79,12,82.5
2020-10-07 12:00:00,2020-10-07,12,72.0,72,72,1,77.7
2020-10-07 13:00:00,2020-10-07,13,0.0,0,0,1,78.7
2020-10-07 14:00:00,2020-10-07,14,14.4,0,56,25,79.7
2020-10-07 15:00:00,2020-10-07,15,22.6,1,81,49,80.7
2020-10-07 16:00:00,2020-10-07,16,18.3,1,65,18,81.7
2020-10-07 17:00:00,2020-10-07,17,91.0,91,91,1,74.8
2020-10-07 18:00:00,2020-10-07,18,27.5,8,75,21,73.6
2020-10-07 19:00:00,2020-10-07,19,14.1,0,25,55,74.6
2020-10-07 20:00:00,2020-10-07,20,10.7,0,24,60,75.6
2020-10-07 21:00:00,2020-10-07,21,6.9,0,17,60,76.6
2020-10-07 22:00:00,2020-10-07,22,2.5,0,16,60,77.6
2020-10-07 23:00:00,2020-10-07,23,1.8,0,26,59,78.6
2020-10-08 00:00:00,2020-10-08,0,1.3,0,12,60,86.6
2020-10-08 01:00:00,2020-10-08,1,3.5,0,20,60,94.4
